row_id,country_code,year,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,droughts_floods_extreme_temps,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,inequality_index,net_oda_received_percent_gni,net_oda_received_per_capita,tax_revenue_share_gdp,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,adult_literacy_rate,school_enrollment_rate_female,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,hiv_incidence,rail_lines_density,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability
56,e256731,2010,348084.7539,67.23358193,2621.297809,,16898.41472,762459.7096,3.797053017,64.57113454,107483586.9,171203699.5,61425183.69,2.103721281,189.7475461,-12.16982037,17.20724701,4266.232801,18.9894335,30.32068313,1.614196718,17.74338497,9.876369005,7.637921078,3.77666725,22.08549262,56.4534234,67.11281982,73.82906772,25.35331719,49.56030846,55.84309664,90.78528045,50.07248223,4.496339772,21.13272054,0.009988376,0.992171868,89.88273778,163588.8305,0.656290263,56273740.89,3.355277906,22.30864869,-2.62139087
57,5f1162c,2001,1412.693828,41.97411394,2308.917111,,1700.607633,9143.904563,1.659502828,79.24107174,301039.4317,946595.7228,673157.5242,1.79577288,435.9390056,100.7848857,26.12914879,30650.47055,63.4982512,,,,36.34179449,55.54341472,13.83848077,12.12504096,97.04382882,99.24055137,98.48328204,52.16012175,25.77608727,99.26768802,98.41689921,20.6394815,18.23485862,0,,,100.2015919,6897.676045,3.919978743,459793.8007,3.106481542,10.82376877,
58,d680446,2015,413881.7412,,3823.936886,,126772.212,570789.2396,4.188696062,64.78017791,15520801.09,23876159.44,8409153.415,2.655742278,,,,1392.429886,35.73675394,,7.112189632,27.92021566,,21.33371761,,,,,,,,11.88446244,50.57566533,36.29395142,,43.06593536,0.030103747,,19.27138104,,1.823365075,12474376.7,0.606038158,20.49857695,-0.402693814
59,c408d26,2014,16313.03404,,2492.357362,,2744.884488,20827.7271,2.147706232,71.72025542,2122860.947,6340192.352,4199964.802,0.49230476,,,,7644.152527,48.38858177,41.06442173,0.414650383,15.7179727,16.61234903,16.83039624,8.025670068,,,90.8943231,88.61070879,,,74.67577847,93.03345994,20.04917843,19.93214623,2.038542455,0.030271178,,94.38471115,6252.15283,4.233448204,2723091.391,1.031090131,27.22898198,-0.050805953
60,a0b37e7,2013,459035.3335,63.81605815,1839.136434,,106752.4235,1643791.589,1.720722819,76.13715263,21473955.79,77465036.15,55299705.96,1.256247573,316.1578287,,,15650.64001,23.57520828,37.7846682,0.028074179,1.669085882,,,9.3422086,27.9271542,83.93672533,,97.8480059,,,91.20180408,95.39866105,28.64678113,21.96404933,0.56822812,0.009839573,0.492129276,100.8470127,618299.8776,10.2457693,24727713.13,2.250863675,3.098466056,-1.242842693
61,e8739c8,2008,35973.09251,3.237042967,4611.395842,,26684.98459,87124.6168,1.417563309,75.05054048,3326486.683,7335149.721,4016731.19,-0.420115976,419.390457,-21.27947779,8.00222962,13130.5483,55.01248533,27.48212985,2.008993876,132.9831693,22.35326768,16.94364839,,,,97.45748491,98.55710268,36.25401365,37.2271727,98.10212258,100.2450079,25.04945993,17.21781745,0.065598785,0.01012856,4.542594441,98.3722374,52686.7505,13.72119286,3249559.899,2.265497316,21.95821185,-0.554049924
62,2ddc563,2013,17002.56942,61.7480363,3066.184453,,3359.848144,28405.98954,1.676998009,74.49288672,1071759.371,2901527.934,1838657.161,0.401584025,363.5427458,,,7668.383477,48.90041801,30.20223026,2.421601031,98.41619985,,28.63049357,18.47382403,80.3171616,,,,,,88.80377703,100.3328447,25.86559411,18.34841789,0,0.009868904,2.762717193,98.86559733,5447.801598,16.10736268,1387459.09,4.048135804,10.84957034,0.069148882
63,11c9833,2010,36070.69538,99.91778491,6462.706878,,691.4673424,984110.7703,3.12156143,70.41476349,48365928.8,84073347.59,36230649.37,1.954769518,253.2513488,44.46699145,32.61186002,9823.834691,26.97795345,32.05496171,0.277381334,7.115103281,14.22223502,17.79901769,8.855537999,33.6077517,70.88845082,,97.50835843,22.62505356,64.37709608,95.16579742,99.08226679,30.00613332,26.2871338,0.504109721,0.009815054,0.508664734,101.3381606,201536.3646,11.84088184,28687444.47,2.032488687,12.5540151,-0.916639584
64,9e614ab,2009,21701.88734,23.14336764,4149.505914,2.670705246,174495.9836,232268.875,3.271564316,64.20815495,4205258.522,6029314.172,1983430.72,1.647267201,227.9579254,-4.562337242,11.07695058,3681.632411,46.55592234,,7.496115272,67.21440808,12.53516515,9.150833186,7.514726341,37.49541217,,86.72740947,89.30357559,12.94074649,72.51360143,54.76954497,64.24302733,36.59756074,2.025592034,37.98800451,0.030225667,,68.39479587,1234.102699,0.765562356,2975470.952,0.238516484,24.84532422,-0.168705507
65,2e5e810,2002,95543.22665,59.84371355,4494.30069,,123520.935,310596.9506,1.91682252,73.23363648,61069694.03,82993787.85,21127768.55,0.998966808,215.7349366,-11.66416936,4.07375339,2920.52276,62.09018417,36.30918345,3.433403887,15.44434439,19.47344865,19.09730691,2.547204209,54.05121563,,,91.92111346,15.90598585,69.85223707,55.35068377,80.7381212,25.37466758,0.834837129,15.78674156,0.061083039,0.808098671,90.65805253,70686.21965,2.132005184,44655906.42,,27.70252673,0.278588793
66,085807f,2007,92740.21106,0.491548233,1709.07215,,202737.9217,467521.1386,5.224739143,53.84593498,9170084.895,18427259.19,8997386.346,2.761031969,198.3691903,28.35986757,14.14992251,2680.142218,29.32731696,43.5221891,8.808392356,103.8373056,,14.15500563,7.449067299,11.83612704,70.33060785,,,12.06467719,54.86623614,44.42654583,68.35230014,44.24609701,6.057086862,7.192049116,0.381854094,0.200306692,48.99180666,5830.340083,2.872259418,7890168.034,1.346238403,13.99438115,-0.345945778
67,ba8e2c5,2010,211933.5587,39.66464632,3578.904116,,475471.021,891450.6814,2.475360552,72.78782455,3311941.003,28675568.76,25567356.84,1.524330879,212.6710207,55.67755701,9.002168872,16513.60719,17.95354315,,0.013808181,1.818883653,,4.043905523,7.715213662,118.8721707,,93.9403393,93.7272942,40.37305661,40.92550375,93.0982179,91.56896804,23.6109188,23.09223974,5.885893321,0.039903715,,100.433236,186200.2735,8.455014158,13373439,1.025272352,16.91432511,-1.23530544
68,abd1492,2013,1823809.586,45.07469612,3017.957786,,714733.4394,2915638.723,2.406841699,67.25671341,877578706.9,1275146421,413133447.3,1.203184433,183.7305578,,,5146.245318,28.18457612,,0.136020617,1.954986291,11.07045411,12.12399865,3.853525214,31.13428904,,97.37961459,96.06666209,,,37.95541595,91.27629946,52.07341303,3.395947586,43.79876058,0.010033582,2.025818178,78.78868753,2030772.426,3.429594496,485339254.9,2.496919574,11.19850259,-1.163840336
69,cff4c58,2007,954.1592254,,3031.346987,,22217.60876,28368.23728,4.482371283,67.73268871,406188.3901,486841.6922,90777.32773,2.369634104,226.9407116,100.3507779,31.98413793,1760.105458,64.83158074,,50.65012841,491.9770696,,29.24708926,16.71643547,13.01802297,,79.48379257,82.04677518,16.15933642,65.89260602,27.38622459,81.65072749,39.80750536,13.21616325,55.38340759,,,12.96009778,177.1825729,2.137024062,213923.4663,,0,0.289178396
70,c3668f5,2008,22676.9081,5.814202464,2744.837069,,47684.92258,73943.03024,2.585431429,75.63272831,1250550.432,3531783.057,2314433.325,1.800962165,254.457765,72.90477484,48.39356162,15129.20317,87.98903069,53.55861762,0.126655951,8.315144658,,31.32820413,8.553155814,57.15087694,,97.18004484,98.89167609,37.97816413,44.12829848,70.43580101,93.22586313,27.61948922,19.65149499,5.186418854,0.059991103,,86.70987221,7478.208647,5.946546087,1611390.03,0,16.92884847,-0.080118637
71,5f1162c,2009,1271.166649,55.60090049,1845.544173,0.002657268,1712.821674,9179.855164,1.43129963,77.85880369,353497.6006,1077133.61,740727.433,1.514476318,313.1158076,99.71490057,53.14289657,34247.74769,54.02121474,31.66285577,,,22.83161622,55.18768345,19.68397823,45.15455593,,98.52207419,99.91254369,48.42327694,26.80533769,99.72122358,100.8937746,20.62730126,22.45842774,0,,,99.98269051,8163.700177,5.398985726,571050.9806,1.79768306,12.46019019,0.380114583
72,e8bfe1e,2012,10622.58508,47.86795632,1576.410295,,982.3016153,89539.42791,3.654407866,72.34711743,1378262.374,8080155.189,6717020.089,5.437740406,182.5669452,93.30028644,33.34723165,8999.702763,74.62593575,,3.72755249,146.8683151,15.16034535,35.84920139,6.831444816,30.20010727,98.91240762,,,28.51826049,45.49676673,97.3193948,98.48309232,31.29741868,27.69769758,0.0537453,0.010153775,0.604579595,99.90813563,24367.58669,12.40636791,2071583.632,4.746523268,10.75585717,-0.520385177
73,9621c07,2007,372322.6543,6.551714669,1781.661248,,576838.341,1062444.762,3.380748503,65.13896784,3320450.016,9571565.106,6032720.544,1.674653647,312.2788095,19.40986657,7.10114971,5053.040481,34.30512761,53.95966411,3.728335013,49.95039455,17.25511592,12.0122926,5.560337325,35.0966652,91.1273466,98.36450475,96.78968369,27.86530589,50.38207791,44.07374567,83.13930723,32.89787028,12.88253599,23.91368131,0.030306362,,80.67926741,12387.85613,4.99711612,4386264.432,1.696821954,16.70814164,-0.855406225
74,93d74a6,2002,,,,,,27.25814106,0.838964974,81.06273146,0,453845.9368,450886.4769,2.478647136,6.016615251,,5.056565404,45985.09741,59.95639643,,,,17.00562593,77.2987028,1.019947939,47.07207824,,85.6111272,84.87644026,48.19096539,34.81511406,,,,,,,,98.25532318,1530.444862,6.364008087,229694.6291,,,0.464080649
75,845041,2008,72892.46619,40.46451103,3593.867399,,214823.0894,328513.5362,2.182704435,73.43527651,8275148.565,26722661.54,18643742.08,1.831070661,456.0673377,71.64910764,4.059677782,20814.31763,76.18162852,,0.071093598,5.701100218,14.58180821,26.22974728,5.689184455,19.1607498,,96.62010035,94.13059024,40.63387678,45.26552992,96.3824844,95.45978259,22.55552404,9.493583561,0.747673289,0.060887128,0.492616882,100.0128904,203067.4326,3.273820725,11780387.35,1.93178385,10.89457474,0.080071178
76,dd64913,2003,5624.193173,99.34341726,21260.61701,,3061.568996,83016.85894,2.333593403,74.35461547,691834.5394,3756210.6,3026255.509,6.568597376,173.3779738,99.49460119,4.047404322,96568.11103,46.49547088,,,,,,74.61866538,32.86343178,,,,55.27650021,42.79314098,97.4899892,100.0081888,26.70736541,26.7892589,0,,,99.85607373,107215.4667,2.934083491,2274725.773,4.695571846,0,0.959190941
77,3e049d7,2013,966782.8439,13.64521548,3997.925132,,93953.92762,1192595.85,2.48598485,58.70519864,19266059.44,53640091.96,34802276.68,1.456730614,237.4888938,,,12655.74711,32.83531374,,0.363330483,23.8040105,25.85421534,9.530732116,9.52465715,25.71986003,,,,,,66.30981021,91.71209337,25.65593055,24.97542413,3.388566403,1.180823664,1.705467882,84.31253999,474656.1281,24.55512168,20130634.24,1.108755663,42.36006685,-0.040121219
78,9e79f12,2002,107476.4027,78.56907438,2686.63237,,8487.059615,188847.5023,2.406402434,67.01383993,3287166.555,4925440.57,1767803.154,0.929652868,277.5631193,6.84956244,10.15097278,2144.376876,43.52113432,30.32412308,12.1406927,37.61039768,,18.30197927,9.211020735,110.9230631,,93.98671427,93.16032701,36.62774964,59.10018238,92.15693226,81.3816119,32.95756047,8.647913007,0.107640994,0.009818983,,98.08062221,4940.511201,12.70335619,2123794.639,2.694659786,10.13473399,-0.7776743
79,066b021,2013,47509.92557,101.6384552,3162.97527,,4108.752799,140844.7395,3.519313012,70.70981052,6025587.607,8048698.874,2138776.13,2.230665417,139.8811336,,,2487.941575,60.73934343,,3.514022102,46.94455336,,11.64052852,3.235802834,39.22267736,,97.88990747,96.66470766,,,94.30976599,72.06329267,29.89488184,10.33610449,0.147524585,0.030379097,0.400893995,100.1768146,3483.559273,10.4670858,3086061.56,,18.76585195,-1.15240782
80,ee5721a,2007,401793.2772,5.693225921,1119.595592,,53610.99857,1200428.069,6.780023561,53.36137769,8960945.38,13708782.73,4563404.906,3.388741794,201.3937814,8.355297831,18.82266448,1808.541159,32.21299026,,12.84654093,75.78809201,13.06553716,14.1237076,6.83936298,20.65734761,,53.26227196,59.95980857,21.74126243,69.08010637,21.37830208,60.05882515,58.68187724,4.226646189,14.63435324,0.0915153,,21.07750475,988.4159429,11.868807,4132640.399,1.3699977,10.38500658,0.201290786
81,30e2302,2012,406316.3941,16.36798148,1680.842219,,19008.98446,2370730.119,2.973027408,74.21058849,11730805.6,37202904.58,25916298.3,2.04173117,202.4835438,73.01629771,10.96217039,12929.32199,28.70141426,,0.071395858,3.85631844,,6.903950192,10.69974515,13.94497732,,,100.9452379,24.55700239,55.58758235,86.38533304,85.90496601,34.2526123,20.00218617,1.678292177,0.009853069,0.197255133,100.1552575,130760.6992,10.96366621,11661096.08,4.428314452,31.96324339,-1.345528441
82,6b615ad,2007,419494.5615,52.03069041,3525.213831,,591616.4952,1108059.562,2.146906972,71.85168142,11329536.98,44667777.16,33274180.99,1.224639043,281.0970966,61.20075803,6.985835368,10441.41294,19.76480655,,0.35747429,16.68004669,,5.295753958,5.517994078,24.4654713,92.74673073,98.11702987,96.05534108,31.98692591,34.82281637,79.38546514,91.17991965,27.31499161,16.00726553,6.643395413,0.029612951,,93.94794741,61605.45382,11.01979625,21474887.5,3.271380283,8.417979547,-1.800227543
83,e15a18a,2005,41448.20513,51.2898194,2313.977453,,36305.65372,140584.5571,3.341434401,64.25006197,21898917.09,25903595.26,3925719.51,1.310193848,169.1545788,1.912073011,37.40761751,1674.276193,29.53850451,,5.2776242,16.47233296,9.28110035,9.84513432,1.527685879,31.24998319,,,,9.108864642,73.74892329,30.41371686,80.74619255,41.71840872,2.115410706,52.71352986,0.030473199,,47.6105883,3105.906023,1.484038824,13161232.56,1.930133547,5.955748113,-2.075674619
84,ba8e2c5,2003,215977.7065,30.97931459,3172.310085,,491579.1997,878346.7614,2.666942835,72.57165674,2975354.76,25925174.14,23090832.44,1.80824274,201.8600639,42.55020634,4.945397986,11791.55958,16.67308704,50.85124408,0.102848591,3.160086278,,5.215416713,5.888500289,122.639601,,92.24604504,90.56623844,31.48441648,40.34726096,91.41787805,90.16834407,26.53062321,19.08233741,8.27152926,0.04939598,,98.2650271,195780.5014,17.03680015,11024969.21,1.172964797,9.877982151,-1.336020764
85,d680446,2002,413401.4743,36.64522461,1944.500763,,131854.3123,583611.2899,5.379645949,60.06283543,12134417.5,16653246.89,4675380.57,3.056491934,144.6606207,11.35298156,16.94490025,1277.076632,22.74670893,,8.716573541,22.23533448,7.600485706,29.4059703,5.203234864,8.855806175,,68.2320185,68.37286382,9.953286146,79.39214466,10.59495836,39.93902771,41.89622219,2.082372905,38.95862655,0.020283843,,14.09458607,1217.551726,4.887130336,7930499.814,1.312439207,,-0.291871658
86,e15a18a,2013,41782.87396,63.14014024,2616.733669,,36935.9903,143468.3775,2.268994442,69.73065603,22902713.78,27904571.8,5008028.622,1.209618852,205.3541951,,,2167.943894,36.99487992,,4.454414129,30.65193348,15.01783028,11.07864741,9.846076418,18.66059667,,,,,,42.4273218,91.46439027,35.12196118,3.325768104,33.76877308,0.009921057,,78.58998126,6594.704557,3.263552192,15284057.88,1.542754388,33.79514055,-1.089760529
87,e509cda,2000,52472.51619,0.098268741,1001.336439,,223433.5488,631302.739,5.535550997,44.28791563,2304604.03,3723804.493,1389926.323,2.116905287,184.5230675,20.71354406,12.92072016,811.5730968,25.57078671,,8.524679174,19.99889646,,,6.11374574,28.82533313,51.13563912,,,15.69036825,54.26629901,16.95197178,61.81329232,50.61801617,2.066430505,22.51067231,0.521900942,,5.962882806,271.0114605,6.253937499,1563808.378,,7.226782124,-1.309687002
88,e8bfe1e,2002,10378.573,41.7041716,1272.043951,,960.1739426,86977.17849,3.86846336,72.65434717,1051964.92,5283016.494,4184099.544,1.807121777,165.1104354,94.46464847,30.59115057,7840.502054,65.35093442,36.55786552,5.863902003,104.7438137,,37.52288989,11.71662611,62.31813306,,97.03694221,92.83679674,23.78912136,47.15077099,99.05837473,97.58314594,28.5218205,20.83668098,0.177692904,0.010023376,0.305654902,100.9584863,17119.39563,15.48624725,1325668.215,5.469116925,1.302461032,-0.558879095
89,e509cda,2014,50955.42274,,899.5887713,,221524.3403,613384.5287,4.984884192,50.6403205,2722705.797,4578521.89,1811306.327,0.349670623,,,,607.8613042,36.81127834,,35.84486617,134.1830784,,,1.568613481,,,,,,,21.40494218,68.06905477,46.05778075,4.003076576,23.61149613,0.340521738,,12.7063492,296.8597886,6.230613268,1847151.053,2.272904185,,-2.661567939
90,75c02b8,2011,2152931.676,7.03715847,1696.650466,,33568.33188,2711452.194,2.561037579,68.49551272,7821754.487,16244935.37,8968103.125,1.425151611,411.16939,-82.52665927,4.059565262,21429.80427,26.44060122,28.21726572,0.119481716,11.94536932,18.49287895,7.998371106,32.44111388,45.41593659,,100.1293538,99.06584854,57.06427152,36.26757422,96.93324213,92.98495525,29.32455043,20.47083349,0.028995167,0.019612293,0.49136572,101.6038473,258204.1539,5.408675827,8918455.882,0.948493476,17.86479485,-0.324646732
91,7fb4d17,2005,197503.9677,2.127561115,2207.0973,,183024.8422,392185.7192,3.079547622,71.45245117,2476098.081,5750678.195,3322458.746,1.626254724,541.6486137,-124.827471,8.067430103,6145.795328,46.53485653,51.03268314,0.702582771,8.763652723,10.16324098,7.229074222,19.74005519,41.45075375,,96.16195396,94.55099603,30.68996638,43.0270177,75.02974383,81.70294486,21.35766427,12.4939991,0.728119317,0.049254246,,94.3246056,3884.519553,5.90883743,2609649.225,0.897124594,9.800336949,-0.629917303
92,0c0177b,2010,548.540979,27.7376665,1632.137889,,2254.096773,5202.433966,1.783389003,69.92198094,1191918.835,1304881.41,121313.393,0.489759566,103.4001205,99.14162116,3.990243936,31190.77142,,,0.020214652,3.25018465,25.78714784,5.678811243,8.254075995,20.03720137,,97.89292693,98.10039603,38.55932903,35.46627317,90.58408243,96.05649592,23.07502414,24.32556642,0.258053907,0.069558894,,100.4718882,48445.08055,5.875965701,682105.8289,0.642774961,28.04353812,-0.039630855
93,8fb5447,2009,78.66318642,,2134.435533,0.030877753,10.10843866,300.2766704,2.195790598,75.50642246,218399.6791,361236.2421,136969.5598,2.674368879,26.61173893,98.39397857,65.05125716,10042.8489,62.68219568,38.63703839,1.568833576,93.60704226,9.279556174,81.99100687,4.362440635,42.16087643,,93.61832552,95.28122617,69.03481807,39.43790769,94.76518605,99.55394782,41.78185941,5.347835698,0.209727421,,,99.07167317,901.1666332,4.929712683,168933.8097,,6.618473866,-0.22324392
94,8e8dfae,2015,137.7891346,,2704.57728,,63.94356471,432.8296095,1.76804252,75.49247786,196025.9342,288247.2981,90788.551,0.295768626,,,,15131.76301,44.3706388,,,,26.13281694,,,,,93.56545858,93.58120308,,,97.68608136,98.5940322,21.05517867,,0.840717095,0.110493247,,99.92897406,,11.16239395,150060.9754,,16.74261763,1.324994798
95,583201c,2002,148719.2222,0.806162476,1353.602387,,90570.9234,232032.8823,4.646002985,56.71609797,11090766.76,19528819.36,9158135.814,2.607492208,239.1831607,32.05591541,18.95671459,2347.366309,54.07029358,,11.25761373,34.49933949,,18.83373753,4.58626287,18.14897593,,63.14514383,63.73332443,13.74708312,66.1083231,10.92210085,74.04676308,52.02034747,5.383678522,21.16696714,0.168328415,,48.69035306,7497.738258,8.18266045,8677170.333,0.598923068,9.16437357,-0.24628155
96,893d538,2015,145342.2284,,1914.470013,,21075.03254,202547.8713,5.607766249,59.47543226,33535111.06,40286009.58,6563631.597,3.317507105,,,,1677.454626,29.71601855,,6.108780249,41.20611609,13.06800224,16.20227616,,,,,,,,19.16705579,78.12884665,28.28076916,,6.302849515,0.329206969,,18.45686878,,1.931106014,14897321.7,2.019757282,34.5522633,-0.845487377
97,d3a0eeb,2001,10283997.85,3.2457668,1137.228326,,6669435.622,23449671.06,5.823676422,50.52361677,472569898.3,688319231.4,218927513.2,2.718351371,146.2036506,17.48775562,8.84581191,2412.604351,35.32470292,,4.473596003,20.66093882,,13.47102461,1.219779094,6.872574659,57.93435903,59.48058456,61.86471828,9.846058471,58.92434192,26.28814689,56.39590779,,,32.4529339,0.571627743,,25.64468242,563869.9269,8.288890301,262622379.3,1.839931678,12.2733944,
